Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.0000           5.4819       5.4819       0.0000     0.0
0.0010           5.4858       5.4819       0.0038     0.5
0.0020           5.4906       5.4819       0.0087     1.3
0.0030           5.4945       5.4818       0.0127     1.8
0.0040           5.4982       5.4816       0.0166     2.4
0.0050           5.5024       5.4814       0.0210     3.0
0.0060           5.5055       5.4810       0.0245     3.5
0.0070           5.5115       5.4803       0.0313     4.5
0.0080           5.5152       5.4793       0.0359     5.1
0.0090           5.5209       5.4779       0.0430     6.2
0.0100           5.5266       5.4759       0.0507     7.3
0.0110           5.5258       5.4735       0.0524     7.5
0.0120           5.5354       5.4702       0.0652     9.3
0.0130           5.5426       5.4656       0.0770    11.0
0.0140           5.5418       5.4596       0.0822    11.8
0.0150           5.5457       5.4520       0.0937    13.4
0.0160           5.5414       5.4424       0.0991    14.2
0.0170           5.5453       5.4303       0.1150    16.5
0.0180           5.5466       5.4149       0.1318    18.9
0.0190           5.5487       5.3953       0.1535    22.0
0.0200           5.5560       5.3702       0.1858    26.6
0.0210           5.5610       5.3382       0.2227    31.9
0.0220           5.5680       5.2973       0.2707    38.8
0.0230           5.5763       5.2450       0.3312    47.5
0.0240           5.5871       5.1777       0.4094    58.6
0.0250           5.5858       5.0924       0.4934    70.7
0.0260           5.5931       4.9846       0.6085    87.2
0.0270           5.5944       4.8490       0.7455   106.8
0.0280           5.5917       4.6792       0.9125   130.7
0.0290           5.5943       4.4694       1.1250   161.2
0.0300           5.6129       4.2088       1.4041   201.2
0.0310           5.6088       3.8903       1.7184   246.2
0.0320           5.6457       3.5049       2.1408   306.7
0.0330           5.6513       3.0436       2.6077   373.6
0.0340           5.6352       2.5057       3.1295   448.3
0.0350           5.6446       1.8897       3.7549   538.0
0.0360           5.6567       1.1994       4.4573   638.6
0.0370           5.6848       0.4450       5.2398   750.7
0.0380           5.7084      -0.3568       6.0652   868.9
0.0390           5.6851      -1.1784       6.8634   983.3
0.0400           5.6428      -1.9937       7.6365  1094.1
0.0410           5.5797      -2.7725       8.3522  1196.6
0.0420           5.5832      -3.4889       9.0720  1299.7
0.0430           5.5432      -4.1212       9.6644  1384.6
0.0440           5.5177      -4.6536      10.1714  1457.2
0.0450           5.4669      -5.0777      10.5446  1510.7
0.0460           5.4329      -5.3925      10.8254  1550.9
0.0470           5.3933      -5.6052      10.9985  1575.7
0.0480           5.4696      -5.7257      11.1953  1603.9
0.0490           5.3847      -5.7658      11.1505  1597.5
0.0500           5.3095      -5.7400      11.0495  1583.0
0.0510           5.3062      -5.6619      10.9681  1571.4
0.0520           5.2548      -5.5455      10.8003  1547.3
0.0530           5.2656      -5.4055      10.6712  1528.8
0.0540           5.2752      -5.2584      10.5336  1509.1
0.0550           5.2792      -5.1158      10.3949  1489.2
0.0560           5.2611      -4.9846      10.2457  1467.9
0.0570           5.2435      -4.8769      10.1204  1449.9
0.0580           5.2751      -4.7973      10.0724  1443.0
0.0590           5.2543      -4.7461      10.0004  1432.7
0.0600           5.2657      -4.7158       9.9815  1430.0
0.0610           5.2729      -4.7009       9.9738  1428.9
0.0620           5.2471      -4.6900       9.9371  1423.6
0.0630           5.2883      -4.6705       9.9588  1426.7
0.0640           5.2100      -4.6364       9.8464  1410.6
0.0650           5.1072      -4.5800       9.6872  1387.8
0.0660           5.0969      -4.5009       9.5978  1375.0
0.0670           5.0932      -4.4002       9.4934  1360.1
0.0680           5.0755      -4.2838       9.3593  1340.9
0.0690           5.0588      -4.1565       9.2154  1320.2
0.0700           5.0683      -4.0261       9.0944  1302.9
0.0710           5.0511      -3.9031       8.9542  1282.8
0.0720           4.9645      -3.7929       8.7574  1254.6
0.0730           4.9755      -3.7011       8.6766  1243.1
0.0740           4.9669      -3.6333       8.6003  1232.1
0.0750           4.9620      -3.5943       8.5564  1225.8
0.0760           4.9658      -3.5911       8.5569  1225.9
0.0770           4.9222      -3.6231       8.5453  1224.3
0.0780           4.9595      -3.6904       8.6499  1239.2
0.0790           4.9491      -3.7860       8.7350  1251.4
0.0800           4.9414      -3.9029       8.8443  1267.1
0.0810           4.9111      -4.0328       8.9439  1281.4
0.0820           4.9521      -4.1723       9.1245  1307.2
0.0830           4.9930      -4.3151       9.3081  1333.5
0.0840           4.9477      -4.4551       9.4028  1347.1
0.0850           4.9519      -4.5898       9.5418  1367.0
0.0860           4.9680      -4.7171       9.6852  1387.5
0.0870           4.9914      -4.8267       9.8180  1406.6
0.0880           4.9758      -4.9130       9.8888  1416.7
0.0890           4.9914      -4.9726       9.9640  1427.5
0.0900           4.9435      -5.0029       9.9464  1425.0
0.0910           4.9803      -5.0069       9.9871  1430.8
0.0920           4.9205      -4.9903       9.9108  1419.9
0.0930           4.8762      -4.9637       9.8399  1409.7
0.0940           4.8149      -4.9351       9.7500  1396.8
0.0950           4.7603      -4.9113       9.6716  1385.6
0.0960           4.6802      -4.8931       9.5733  1371.5
0.0970           4.7203      -4.8828       9.6031  1375.8
0.0980           4.7019      -4.8775       9.5794  1372.4
0.0990           4.6582      -4.8664       9.5245  1364.5
0.1000           4.5618      -4.8391       9.4009  1346.8
0.1010           4.5255      -4.7919       9.3175  1334.9
0.1020           4.5282      -4.7292       9.2574  1326.3
0.1030           4.5678      -4.6592       9.2270  1321.9
0.1040           4.6019      -4.5911       9.1931  1317.0
0.1050           4.5915      -4.5313       9.1227  1307.0
0.1060           4.5337      -4.4770       9.0107  1290.9
0.1070           4.5032      -4.4263       8.9295  1279.3
0.1080           4.4905      -4.3755       8.8659  1270.2
0.1090           4.4652      -4.3181       8.7833  1258.3
0.1100           4.4467      -4.2486       8.6953  1245.7
0.1110           4.3929      -4.1654       8.5583  1226.1
0.1120           4.3333      -4.0682       8.4014  1203.6
0.1130           4.2910      -3.9549       8.2459  1181.4
0.1140           4.2588      -3.8360       8.0948  1159.7
0.1150           4.1992      -3.7187       7.9179  1134.4
0.1160           4.2095      -3.6190       7.8284  1121.5
0.1170           4.1695      -3.5515       7.7211  1106.2
0.1180           4.1140      -3.5248       7.6388  1094.4
0.1190           4.1056      -3.5471       7.6527  1096.4
0.1200           4.1363      -3.6238       7.7602  1111.8
0.1210           4.0934      -3.7556       7.8490  1124.5
0.1220           4.0954      -3.9384       8.0338  1151.0
0.1230           4.1061      -4.1640       8.2701  1184.8
0.1240           4.0566      -4.4194       8.4760  1214.3
0.1250           4.0579      -4.6878       8.7457  1253.0
0.1260           3.9869      -4.9520       8.9388  1280.6
0.1270           3.9624      -5.1982       9.1606  1312.4
0.1280           3.9401      -5.4156       9.3557  1340.4
0.1290           3.9436      -5.5935       9.5371  1366.3
0.1300           3.9223      -5.7263       9.6487  1382.3
0.1310           3.8692      -5.8089       9.6781  1386.5
0.1320           3.8527      -5.8386       9.6913  1388.4
0.1330           3.8339      -5.8136       9.6475  1382.1
0.1340           3.8187      -5.7382       9.5569  1369.2
0.1350           3.8385      -5.6210       9.4595  1355.2
0.1360           3.8546      -5.4794       9.3340  1337.2
0.1370           3.8717      -5.3364       9.2081  1319.2
0.1380           3.8603      -5.2099       9.0702  1299.5
0.1390           3.8242      -5.1152       8.9394  1280.7
0.1400           3.8183      -5.0581       8.8763  1271.7
0.1410           3.7544      -5.0342       8.7887  1259.1
0.1420           3.7139      -5.0313       8.7452  1252.9
0.1430           3.7134      -5.0336       8.7470  1253.1
0.1440           3.7563      -5.0286       8.7849  1258.6
0.1450           3.7420      -5.0063       8.7483  1253.3
0.1460           3.7074      -4.9598       8.6672  1241.7
0.1470           3.7036      -4.8890       8.5926  1231.0
0.1480           3.6362      -4.7957       8.4319  1208.0
0.1490           3.6280      -4.6847       8.3128  1190.9
0.1500           3.6270      -4.5630       8.1900  1173.3
0.1510           3.5972      -4.4339       8.0311  1150.6
0.1520           3.5445      -4.3029       7.8474  1124.3
0.1530           3.5296      -4.1728       7.7023  1103.5
0.1540           3.5316      -4.0472       7.5788  1085.8
0.1550           3.5531      -3.9340       7.4871  1072.6
0.1560           3.5730      -3.8398       7.4128  1062.0
0.1570           3.5597      -3.7710       7.3308  1050.3
0.1580           3.5246      -3.7277       7.2524  1039.0
0.1590           3.5349      -3.7116       7.2465  1038.2
0.1600           3.5532      -3.7242       7.2774  1042.6
0.1610           3.5063      -3.7645       7.2708  1041.7
0.1620           3.4789      -3.8313       7.3102  1047.3
0.1630           3.5051      -3.9216       7.4267  1064.0
0.1640           3.4698      -4.0304       7.5002  1074.5
0.1650           3.4878      -4.1549       7.6427  1094.9
0.1660           3.5417      -4.2919       7.8337  1122.3
0.1670           3.5207      -4.4371       7.9578  1140.1
0.1680           3.5304      -4.5841       8.1144  1162.5
0.1690           3.5303      -4.7273       8.2576  1183.0
0.1700           3.4775      -4.8620       8.3395  1194.8
0.1710           3.5121      -4.9888       8.5009  1217.9
0.1720           3.5368      -5.1054       8.6422  1238.1
0.1730           3.5622      -5.2136       8.7758  1257.3
0.1740           3.4818      -5.3118       8.7935  1259.8
0.1750           3.4666      -5.3968       8.8633  1269.8
0.1760           3.4933      -5.4645       8.9578  1283.3
0.1770           3.4309      -5.5113       8.9421  1281.1
0.1780           3.3757      -5.5301       8.9058  1275.9
0.1790           3.3580      -5.5177       8.8756  1271.6
0.1800           3.2854      -5.4730       8.7583  1254.8
0.1810           3.2438      -5.3975       8.6413  1238.0
0.1820           3.2003      -5.3006       8.5008  1217.9
0.1830           3.2112      -5.1884       8.3996  1203.4
0.1840           3.2348      -5.0679       8.3027  1189.5
0.1850           3.2277      -4.9497       8.1774  1171.5
0.1860           3.2152      -4.8462       8.0614  1154.9
0.1870           3.2397      -4.7651       8.0048  1146.8
0.1880           3.2105      -4.7080       7.9186  1134.5
0.1890           3.2068      -4.6725       7.8792  1128.8
0.1900           3.1793      -4.6547       7.8340  1122.3
0.1910           3.1682      -4.6490       7.8172  1119.9
0.1920           3.1801      -4.6515       7.8316  1122.0
0.1930           3.1498      -4.6567       7.8065  1118.4
0.1940           3.1553      -4.6609       7.8162  1119.8
0.1950           3.1553      -4.6671       7.8224  1120.7
0.1960           3.1220      -4.6747       7.7967  1117.0
0.1970           3.1288      -4.6865       7.8153  1119.7
0.1980           3.1526      -4.7004       7.8530  1125.1
0.1990           3.1232      -4.7202       7.8434  1123.7
0.2000           3.1175      -4.7447       7.8622  1126.4
0.2010           3.1261      -4.7767       7.9028  1132.2
0.2020           3.1266      -4.8209       7.9475  1138.6
0.2030           3.1168      -4.8739       7.9907  1144.8
0.2040           3.0718      -4.9297       8.0016  1146.4
0.2050           3.1096      -4.9866       8.0962  1159.9
0.2060           3.1201      -5.0360       8.1561  1168.5
0.2070           3.0702      -5.0785       8.1487  1167.4
0.2080           3.0187      -5.1159       8.1345  1165.4
0.2090           2.9993      -5.1511       8.1503  1167.7
0.2100           2.9768      -5.1845       8.1613  1169.2
0.2110           2.9357      -5.2177       8.1534  1168.1
0.2120           2.9241      -5.2506       8.1747  1171.2
0.2130           2.9297      -5.2813       8.2110  1176.4
0.2140           2.8828      -5.3120       8.1948  1174.0
0.2150           2.8574      -5.3405       8.1979  1174.5
0.2160           2.8563      -5.3678       8.2241  1178.2
0.2170           2.8779      -5.3965       8.2744  1185.4
0.2180           2.8616      -5.4252       8.2868  1187.2
0.2190           2.8403      -5.4551       8.2954  1188.4
0.2200           2.8823      -5.4839       8.3662  1198.6
0.2210           2.8974      -5.5102       8.4076  1204.5
0.2220           2.8534      -5.5313       8.3847  1201.2
0.2230           2.8360      -5.5436       8.3795  1200.5
0.2240           2.8048      -5.5422       8.3470  1195.8
0.2250           2.8028      -5.5257       8.3285  1193.2
0.2260           2.8228      -5.4982       8.3209  1192.1
0.2270           2.8167      -5.4606       8.2773  1185.8
0.2280           2.7747      -5.4109       8.1855  1172.7
0.2290           2.7904      -5.3512       8.1416  1166.4
0.2300           2.7981      -5.2825       8.0806  1157.7
0.2310           2.7627      -5.2082       7.9710  1142.0
0.2320           2.7735      -5.1260       7.8995  1131.7
0.2330           2.7340      -5.0356       7.7695  1113.1
0.2340           2.6838      -4.9405       7.6243  1092.3
0.2350           2.6769      -4.8434       7.5203  1077.4
0.2360           2.6546      -4.7453       7.3999  1060.2
0.2370           2.7090      -4.6499       7.3589  1054.3
0.2380           2.7392      -4.5643       7.3035  1046.3
0.2390           2.7178      -4.4937       7.2115  1033.2
0.2400           2.7518      -4.4404       7.1922  1030.4
0.2410           2.7447      -4.4080       7.1527  1024.7
0.2420           2.7725      -4.3994       7.1719  1027.5
0.2430           2.7963      -4.4127       7.2090  1032.8
0.2440           2.7910      -4.4456       7.2366  1036.8
0.2450           2.7990      -4.4948       7.2939  1045.0
0.2460           2.7991      -4.5577       7.3567  1054.0
0.2470           2.7749      -4.6309       7.4058  1061.0
0.2480           2.7507      -4.7124       7.4631  1069.2
0.2490           2.6858      -4.7978       7.4836  1072.1
0.2500           2.6614      -4.8859       7.5473  1081.3
0.2510           2.6251      -4.9758       7.6009  1088.9
0.2520           2.6074      -5.0702       7.6776  1099.9
0.2530           2.6156      -5.1733       7.7889  1115.9
0.2540           2.6242      -5.2844       7.9086  1133.0
0.2550           2.6288      -5.4009       8.0297  1150.4
0.2560           2.5994      -5.5169       8.1163  1162.8
0.2570           2.5585      -5.6243       8.1828  1172.3
0.2580           2.5888      -5.7175       8.3064  1190.0
0.2590           2.5964      -5.7925       8.3889  1201.8
0.2600           2.6106      -5.8486       8.4591  1211.9
0.2610           2.5886      -5.8866       8.4752  1214.2
0.2620           2.5570      -5.9070       8.4640  1212.6
0.2630           2.5504      -5.9161       8.4666  1213.0
0.2640           2.5519      -5.9152       8.4671  1213.0
0.2650           2.5356      -5.9061       8.4417  1209.4
0.2660           2.5479      -5.8921       8.4400  1209.2
0.2670           2.5222      -5.8717       8.3939  1202.6
0.2680           2.4863      -5.8455       8.3318  1193.7
0.2690           2.4330      -5.8140       8.2469  1181.5
0.2700           2.3973      -5.7757       8.1729  1170.9
0.2710           2.3730      -5.7315       8.1045  1161.1
0.2720           2.3788      -5.6813       8.0601  1154.7
0.2730           2.3447      -5.6253       7.9700  1141.8
0.2740           2.3180      -5.5656       7.8836  1129.4
0.2750           2.2473      -5.5048       7.7521  1110.6
0.2760           2.2320      -5.4441       7.6761  1099.7
0.2770           2.2118      -5.3877       7.5995  1088.8
0.2780           2.1521      -5.3386       7.4906  1073.1
0.2790           2.1136      -5.2976       7.4112  1061.8
0.2800           2.0591      -5.2636       7.3227  1049.1
0.2810           1.9789      -5.2334       7.2123  1033.3
0.2820           1.9884      -5.2046       7.1929  1030.5
0.2830           2.0330      -5.1739       7.2069  1032.5
0.2840           2.0450      -5.1383       7.1833  1029.1
0.2850           2.0439      -5.0970       7.1409  1023.1
0.2860           2.0620      -5.0525       7.1145  1019.3
0.2870           2.0456      -5.0077       7.0533  1010.5
0.2880           2.0544      -4.9697       7.0241  1006.3
0.2890           2.0273      -4.9437       6.9710   998.7
0.2900           1.9851      -4.9349       6.9200   991.4
0.2910           1.8993      -4.9468       6.8461   980.8
0.2920           1.9271      -4.9818       6.9089   989.8
0.2930           1.9262      -5.0348       6.9610   997.3
0.2940           1.9646      -5.1014       7.0660  1012.3
0.2950           1.8892      -5.1773       7.0666  1012.4
0.2960           1.8838      -5.2560       7.1398  1022.9
0.2970           1.8493      -5.3311       7.1804  1028.7
0.2980           1.8417      -5.3970       7.2386  1037.0
0.2990           1.8125      -5.4511       7.2636  1040.6
0.3000           1.7791      -5.4888       7.2680  1041.2
0.3010           1.7463      -5.5114       7.2577  1039.8
0.3020           1.7137      -5.5182       7.2320  1036.1
0.3030           1.7238      -5.5115       7.2353  1036.6
0.3040           1.7001      -5.4914       7.1914  1030.3
0.3050           1.7043      -5.4585       7.1628  1026.2
0.3060           1.7015      -5.4146       7.1161  1019.5
0.3070           1.6994      -5.3609       7.0603  1011.5
0.3080           1.6825      -5.2967       6.9792   999.9
0.3090           1.7266      -5.2225       6.9491   995.6
0.3100           1.7237      -5.1393       6.8629   983.2
0.3110           1.7630      -5.0484       6.8114   975.8
0.3120           1.7442      -4.9506       6.6948   959.1
0.3130           1.7317      -4.8484       6.5801   942.7
0.3140           1.7364      -4.7460       6.4825   928.7
0.3150           1.7251      -4.6453       6.3704   912.7
0.3160           1.6826      -4.5535       6.2361   893.4
0.3170           1.6853      -4.4787       6.1640   883.1
0.3180           1.6824      -4.4233       6.1057   874.7
0.3190           1.6699      -4.3932       6.0632   868.6
0.3200           1.6415      -4.3911       6.0325   864.3
0.3210           1.6290      -4.4191       6.0481   866.5
0.3220           1.6124      -4.4763       6.0887   872.3
0.3230           1.5929      -4.5589       6.1518   881.3
0.3240           1.5953      -4.6587       6.2540   896.0
0.3250           1.5489      -4.7661       6.3149   904.7
0.3260           1.5460      -4.8738       6.4198   919.7
0.3270           1.5362      -4.9720       6.5082   932.4
0.3280           1.5452      -5.0560       6.6012   945.7
0.3290           1.5778      -5.1210       6.6988   959.7
0.3300           1.5815      -5.1655       6.7470   966.6
0.3310           1.5615      -5.1899       6.7514   967.2
0.3320           1.5520      -5.1974       6.7494   967.0
0.3330           1.5287      -5.1935       6.7222   963.1
0.3340           1.5592      -5.1842       6.7434   966.1
0.3350           1.4988      -5.1762       6.6750   956.3
0.3360           1.4732      -5.1756       6.6488   952.5
0.3370           1.4986      -5.1849       6.6834   957.5
0.3380           1.5246      -5.2034       6.7281   963.9
0.3390           1.5427      -5.2320       6.7747   970.6
0.3400           1.5992      -5.2672       6.8664   983.7
0.3410           1.5861      -5.3088       6.8948   987.8
0.3420           1.6134      -5.3510       6.9644   997.8
0.3430           1.5741      -5.3896       6.9638   997.7
0.3440           1.5562      -5.4232       6.9794   999.9
0.3450           1.5678      -5.4483       7.0160  1005.2
0.3460           1.5481      -5.4601       7.0082  1004.0
0.3470           1.5448      -5.4563       7.0011  1003.0
0.3480           1.5177      -5.4342       6.9520   996.0
0.3490           1.5345      -5.3945       6.9290   992.7
0.3500           1.5177      -5.3385       6.8562   982.3
0.3510           1.5551      -5.2677       6.8228   977.5
0.3520           1.5431      -5.1861       6.7292   964.1
0.3530           1.5294      -5.1001       6.6295   949.8
0.3540           1.5145      -5.0133       6.5278   935.2
0.3550           1.5047      -4.9311       6.4358   922.0
0.3560           1.4800      -4.8583       6.3384   908.1
0.3570           1.4929      -4.7981       6.2910   901.3
0.3580           1.4989      -4.7540       6.2529   895.8
0.3590           1.4966      -4.7289       6.2254   891.9
0.3600           1.4405      -4.7255       6.1660   883.4
0.3610           1.3883      -4.7431       6.1314   878.4
0.3620           1.3753      -4.7833       6.1585   882.3
0.3630           1.3713      -4.8424       6.2138   890.2
0.3640           1.3898      -4.9189       6.3088   903.8
0.3650           1.4101      -5.0093       6.4195   919.7
0.3660           1.4217      -5.1091       6.5308   935.6
0.3670           1.4235      -5.2115       6.6350   950.6
0.3680           1.3951      -5.3064       6.7015   960.1
0.3690           1.4049      -5.3905       6.7955   973.6
0.3700           1.4472      -5.4603       6.9075   989.6
0.3710           1.4156      -5.5148       6.9304   992.9
0.3720           1.4218      -5.5546       6.9764   999.5
0.3730           1.3965      -5.5810       6.9775   999.6
0.3740           1.3962      -5.5956       6.9918  1001.7
0.3750           1.3886      -5.6004       6.9889  1001.3
0.3760           1.3880      -5.5996       6.9876  1001.1
0.3770           1.3417      -5.5929       6.9346   993.5
0.3780           1.3489      -5.5842       6.9332   993.3
0.3790           1.3401      -5.5750       6.9150   990.7
0.3800           1.3053      -5.5640       6.8693   984.1
0.3810           1.3055      -5.5552       6.8607   982.9
0.3820           1.2437      -5.5496       6.7932   973.2
0.3830           1.2223      -5.5467       6.7690   969.8
0.3840           1.2102      -5.5486       6.7588   968.3
0.3850           1.1788      -5.5539       6.7327   964.6
0.3860           1.1469      -5.5621       6.7090   961.2
0.3870           1.1135      -5.5716       6.6851   957.8
0.3880           1.1455      -5.5786       6.7241   963.3
0.3890           1.0867      -5.5819       6.6686   955.4
0.3900           1.0665      -5.5821       6.6486   952.5
0.3910           1.0838      -5.5769       6.6608   954.3
0.3920           1.0269      -5.5650       6.5919   944.4
0.3930           1.0334      -5.5451       6.5785   942.5
0.3940           0.9998      -5.5181       6.5179   933.8
0.3950           0.9793      -5.4860       6.4654   926.3
0.3960           0.9981      -5.4513       6.4494   924.0
0.3970           0.9813      -5.4175       6.3988   916.7
0.3980           0.9511      -5.3887       6.3398   908.3
0.3990           0.9550      -5.3677       6.3228   905.8
0.4000           0.9573      -5.3582       6.3154   904.8
0.4010           0.9892      -5.3623       6.3516   910.0
0.4020           0.9856      -5.3817       6.3674   912.2
0.4030           0.9809      -5.4175       6.3984   916.7
0.4040           0.9421      -5.4660       6.4081   918.1
0.4050           0.8975      -5.5235       6.4210   919.9
0.4060           0.8636      -5.5835       6.4471   923.6
0.4070           0.8165      -5.6433       6.4598   925.5
0.4080           0.8148      -5.6979       6.5127   933.0
0.4090           0.7955      -5.7413       6.5368   936.5
0.4100           0.8220      -5.7698       6.5918   944.4
0.4110           0.7915      -5.7821       6.5736   941.8
0.4120           0.7835      -5.7790       6.5624   940.2
0.4130           0.7239      -5.7601       6.4840   928.9
0.4140           0.6869      -5.7299       6.4168   919.3
0.4150           0.6242      -5.6926       6.3169   905.0
0.4160           0.5848      -5.6510       6.2358   893.4
0.4170           0.5749      -5.6107       6.1856   886.2
0.4180           0.5927      -5.5755       6.1682   883.7
0.4190           0.6135      -5.5477       6.1612   882.7
0.4200           0.6283      -5.5311       6.1594   882.4
0.4210           0.6237      -5.5286       6.1522   881.4
0.4220           0.6462      -5.5399       6.1860   886.2
0.4230           0.6121      -5.5623       6.1743   884.6
0.4240           0.6381      -5.5938       6.2320   892.8
0.4250           0.6039      -5.6296       6.2335   893.1
0.4260           0.6044      -5.6628       6.2672   897.9
0.4270           0.6009      -5.6910       6.2919   901.4
0.4280           0.6295      -5.7144       6.3439   908.9
0.4290           0.6365      -5.7335       6.3700   912.6
0.4300           0.6084      -5.7485       6.3569   910.7
0.4310           0.6713      -5.7602       6.4315   921.4
0.4320           0.6832      -5.7677       6.4510   924.2
0.4330           0.6564      -5.7685       6.4249   920.5
0.4340           0.6795      -5.7640       6.4435   923.1
0.4350           0.6970      -5.7505       6.4474   923.7
0.4360           0.6632      -5.7270       6.3902   915.5
0.4370           0.6399      -5.6945       6.3344   907.5
0.4380           0.6377      -5.6502       6.2879   900.8
0.4390           0.6122      -5.5958       6.2080   889.4
0.4400           0.5724      -5.5327       6.1051   874.7
0.4410           0.5547      -5.4636       6.0183   862.2
0.4420           0.5589      -5.3914       5.9503   852.5
0.4430           0.5423      -5.3198       5.8621   839.8
0.4440           0.5412      -5.2558       5.7969   830.5
0.4450           0.5515      -5.2038       5.7553   824.5
0.4460           0.5988      -5.1657       5.7645   825.9
0.4470           0.5499      -5.1433       5.6932   815.6
0.4480           0.5871      -5.1364       5.7235   820.0
0.4490           0.5662      -5.1436       5.7099   818.0
0.4500           0.5976      -5.1619       5.7596   825.1
0.4510           0.6001      -5.1895       5.7896   829.5
0.4520           0.5975      -5.2240       5.8215   834.0
0.4530           0.5868      -5.2624       5.8492   838.0
0.4540           0.6491      -5.3041       5.9532   852.9
0.4550           0.5874      -5.3482       5.9356   850.4
0.4560           0.6333      -5.3940       6.0273   863.5
0.4570           0.6790      -5.4415       6.1205   876.9
0.4580           0.7111      -5.4927       6.2039   888.8
0.4590           0.6785      -5.5475       6.2260   892.0
0.4600           0.6612      -5.6050       6.2662   897.7
0.4610           0.6659      -5.6671       6.3330   907.3
0.4620           0.6612      -5.7342       6.3954   916.2
0.4630           0.6316      -5.8058       6.4374   922.3
0.4640           0.6186      -5.8793       6.4979   930.9
0.4650           0.6246      -5.9553       6.5799   942.7
0.4660           0.6469      -6.0320       6.6789   956.9
0.4670           0.5900      -6.1075       6.6975   959.5
0.4680           0.5966      -6.1791       6.7757   970.7
0.4690           0.5679      -6.2460       6.8138   976.2
0.4700           0.5428      -6.3060       6.8489   981.2
0.4710           0.5495      -6.3569       6.9063   989.4
0.4720           0.5302      -6.3958       6.9259   992.3
0.4730           0.5146      -6.4228       6.9374   993.9
0.4740           0.4832      -6.4342       6.9174   991.0
0.4750           0.5127      -6.4281       6.9408   994.4
0.4760           0.4730      -6.4047       6.8777   985.3
0.4770           0.4454      -6.3636       6.8090   975.5
0.4780           0.4205      -6.3029       6.7234   963.2
0.4790           0.3945      -6.2234       6.6179   948.1
0.4800           0.4266      -6.1285       6.5551   939.1
0.4810           0.3800      -6.0218       6.4019   917.2
0.4820           0.3704      -5.9099       6.2802   899.7
0.4830           0.3534      -5.7988       6.1522   881.4
0.4840           0.3731      -5.6967       6.0699   869.6
0.4850           0.3629      -5.6109       5.9738   855.8
0.4860           0.3654      -5.5454       5.9107   846.8
0.4870           0.3783      -5.5011       5.8793   842.3
0.4880           0.4386      -5.4774       5.9160   847.6
0.4890           0.4388      -5.4750       5.9138   847.2
0.4900           0.4180      -5.4919       5.9098   846.7
0.4910           0.3875      -5.5197       5.9071   846.3
0.4920           0.4209      -5.5508       5.9717   855.5
0.4930           0.4106      -5.5793       5.9898   858.1
0.4940           0.4134      -5.5964       6.0098   861.0
0.4950           0.4343      -5.5938       6.0282   863.6
0.4960           0.4185      -5.5660       5.9845   857.4
0.4970           0.4339      -5.5129       5.9468   852.0
0.4980           0.4052      -5.4398       5.8450   837.4
0.4990           0.4331      -5.3522       5.7854   828.8
0.5000           0.4127      -5.2582       5.6709   812.4
0.5010           0.3910      -5.1660       5.5570   796.1
0.5020           0.3681      -5.0885       5.4566   781.7
0.5030           0.3294      -5.0301       5.3595   767.8
0.5040           0.2495      -4.9967       5.2461   751.6
0.5050           0.2196      -4.9917       5.2113   746.6
0.5060           0.1848      -5.0151       5.1999   745.0
0.5070           0.1703      -5.0652       5.2355   750.1
0.5080           0.1604      -5.1392       5.2996   759.3
0.5090           0.1639      -5.2329       5.3969   773.2
0.5100           0.1555      -5.3403       5.4958   787.4
0.5110           0.1702      -5.4567       5.6270   806.2
0.5120           0.1277      -5.5693       5.6970   816.2
0.5130           0.1141      -5.6732       5.7874   829.1
0.5140           0.1600      -5.7633       5.9233   848.6
0.5150           0.1800      -5.8326       6.0126   861.4
0.5160           0.1674      -5.8794       6.0468   866.3
0.5170           0.1497      -5.9008       6.0505   866.8
0.5180           0.1394      -5.9009       6.0403   865.4
0.5190           0.1303      -5.8834       6.0137   861.6
0.5200           0.1140      -5.8515       5.9655   854.6
0.5210           0.1089      -5.8097       5.9187   847.9
0.5220           0.0795      -5.7650       5.8445   837.3
0.5230           0.0741      -5.7228       5.7969   830.5
0.5240           0.0627      -5.6855       5.7482   823.5
0.5250           0.0314      -5.6580       5.6894   815.1
0.5260           0.0282      -5.6448       5.6731   812.8
0.5270           0.0381      -5.6480       5.6861   814.6
0.5280           0.0135      -5.6701       5.6836   814.3
0.5290           0.0463      -5.7083       5.7546   824.4
0.5300           0.0717      -5.7577       5.8294   835.2
0.5310           0.0789      -5.8141       5.8929   844.3
0.5320           0.0696      -5.8769       5.9465   851.9
0.5330           0.0529      -5.9364       5.9893   858.1
0.5340           0.0471      -5.9892       6.0363   864.8
0.5350           0.0387      -6.0338       6.0725   870.0
0.5360           0.0371      -6.0663       6.1034   874.4
0.5370           0.0289      -6.0840       6.1129   875.8
0.5380           0.0806      -6.0873       6.1679   883.7
0.5390           0.0572      -6.0753       6.1324   878.6
0.5400           0.0809      -6.0474       6.1283   878.0
0.5410           0.0548      -6.0034       6.0583   867.9
0.5420           0.0629      -5.9464       6.0093   860.9
0.5430           0.0342      -5.8776       5.9118   847.0
0.5440           0.0724      -5.7996       5.8720   841.3
0.5450           0.0440      -5.7142       5.7582   825.0
0.5460           0.0288      -5.6250       5.6538   810.0
0.5470           0.0311      -5.5357       5.5668   797.5
0.5480           0.0347      -5.4562       5.4909   786.7
